gender,category_name,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,grade,comment
남,긍정적자아상,엄마는 나를,세상에서 가장 사랑하신다,,,,,,상,엄마의 애정을 인식하고 있으나 구체적인 사랑의 표현이 부족함.
남,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,사회에서 잘 살아나갈 수 있게,,,,,,중,진로와 공부를 하는 이유를 연결 짓고 있으나 구체적으로 표현하지는 못하고 있다.
남,대인관계 및 의사소통 역량,나에게 친구란,공감해 주고 달래주는 사람,,,,,,상,"또래관계의 중요성 인식하고 있고, 긍정적인 또래관계를 형성하고 있다."
남,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",내 뜻대로 한다,,,,,,상,"어머니와의 의견 차이에 대해 자신이 어머니의 의견을 수용하기도 하고 거부하기도 하는 입장을 표명한 것으로 보인다.
동시에 자신이 인생의 주체임을 인식하는 것으로도 보인다. 
다만 구체적으로 표현되지 않고 있어 학생의 의사소통 방식을 알기는 어렵다."
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구 뜻대로 한다,,,,,,중,"*타인과 의견 충돌이 있을 때 자신의 의견을 주장하기 어렵고, 타인의 의견에 따라가는 모습을 보임."
남,자기이해,내가 좋아하거나 즐거워하는 활동은,친구랑 놀기나 배드민턴 치기이다,,,,,,중,"좋아하는 활동이 비교적 명확하나 다양한 활동영역을 포함하도록 노력하였다.
 배드민턴을 치는 것을 좋아하는데, 이에 대한 흥미가 지속적인지 확인할 필요가 있다."
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,미래의 나,,,,,,하,미래의 나에 대한 기대를 표현하고 있으나 나에 대한 설명이 다소 부족하다.
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,중학교 고등학교 대학교,,,,,,중,앞으로 걱정되는 인생의 점직적인 부분들을 긍정적인 의미로 받아들이지 못하고 있다.
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,없다 왜냐면 다 힘들기 때문,,,,,,중,직업에 대한 보편적인 생각을 드러내었다. 힘들기 때문에 좋은 직장이라는 것은 없다는 의미로 이해된다.
여,긍정적자아상,나는 ___________________________(한) 사람이다.,소심하고 친구가 많이 없는,,,,,,하,자신을 부정적으로 인식하고 있다. 소심함과 대인관계의 어려움이 함께 존재하고 있는 것으로 보인다.
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",프로게이머,,,,,,상,관심사가 직업 정보에 대한 탐색으로 나타난다.
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교를 간다,,,,,,중,"진학에 대해 막연한 생각을 가지고 있다.
중학교를 졸업하면 자신의 특성이나 진로 목표와 연관 지어 진학 계획을 세우지 않았기 때문에 중학교 졸업 이후의 계획이 없어 보인다."
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,남들에게 관심받고 칭찬을 듣기 위해서이다,,,,,,상,진로와 공부를 하는 이유를 연결 짓고 있으나 구체적으로 설명하지는 못한다.
여,자기이해,내가 잘 하는 것은,공부와 피아노이다,,,,,,상,"자신이 효능감을 느끼는 영역에 대해 일관적이고 반복적으로 기술한다. 공부와 피아노를 잘한다고 느끼는 이유에 대해 탐색하며, 이를 자신의 진로와 연결지어 생각해 볼 의미가 있는지 확인할 필요가 있다."
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,내 미래의 직업,,,,,,중,자신의 진로에 대해서 미래의 직업을 기대하고 있는데 구체적으로 무엇을 기대하고 있는지 드러나지 않는다.
여,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",내가 그 일을 얼마나 하고 싶은지 보여주는 것,,,,,,중,"자신이 진로결정주체임을 인식하고 있으나, 자신의 의견과 부모님의 의견을 조율하기보다는 자신의 의견을 강조하고 있다."
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부를 열심히 하는 것,,,,,,중,"*직업을 갖기 위한 구체적인 행동이나 노력을 기술하기 보다, 학업 수행을 현재보다 미래에 도움이 되는 것으로 표현함."
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,겨울방학과 수학여행,,,,,,상,"자신의 32번째 생일을 제주도에서 보내고 싶을 만큼 겨울방학과 수학여행에 대한 기대를 가지고 있다.
자신의 성장과 관련된 어떤 재능이나 자질을 발견하려는 노력이 있는지 아니면 단순히 기대를 하고 있는 것인지 파악이 필요하다."
남,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,좋은 대학 나오려고이다,,,,,,중,진로와 학업의 이유를 연결 짓고는 있으나 구체적으로 표현하지 못하였다.
남,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,없다 생각한다,,,,,,중,*직업에 대한 뚜렷한 가치관이 나타나지 않음.
남,긍정적자아상,나의 장점은,숙제를 꼬박꼬박 잘하는 것이다,,,,,,상,"수업을 빠지지 않고 잘 듣고 있으며, 수업 내용을 잘 이해하고 있다. 또한 열심히 숙제를 하는 자신의 모습을 긍정적으로 인식하고 있다."
남,자기이해,내가 좋아하거나 즐거워하는 활동은,음악이다,,,,,,상,"음악을 좋아하거나 즐거워하는 것으로 나타난다.
그러나 노래하는 것 이외의 다양한 음악 활동을 좋아하거나 즐거워하는지 탐색할 필요가 있다."
남,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,"119,112 다른 사람을 지키기 때문이다",,,,,,상,직업의 사회적 역할과 가치에 대해서 인식하고 있다.
남,긍정적자아상,아빠는 나를,그 누구보다 더 사랑해 주시고 착하게 대해 주시는 분이다,,,,,,중,"*부모님을 통해 인식하는 자신의 모습이 긍정적이나, 그 표현이 모호하다.
*추가 질문(어떻게 착하게 대하시나요?)을 통해 자신이 인식하는 부모님의 모습에 대해 구체적으로 탐색해 볼 필요가 있다."
남,대인관계 및 의사소통 역량,나에게 친구란,나를 보호해 주거나 내가 보호해 주거나 같이 함께 놀아주는 그런 존재,,,,,,중,친구에 대해 내가 보호자의 역할을 하는 관계로 인식하고 있음.
남,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",형사,"다른 사람을 보호하다, 나라에 충실한 사람",축구선수,내가 축구를 좋아해서,자신이 맡은 일에 최선을 다하는 사람,맡은 일에 최선을 다 하지 않으면 내 미래가 어떻게 될지 모르기 때문,상,"자신의 꿈에대한 이유를 구체적으로 표현하고 있다. 나라에 충실한 사람이 되고 싶은 마음은 무엇이고, 자신의 장점인 축구에 대한 흥미는 무엇인지 등을 탐색해 볼 필요가 있다."
남,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",즐겁고 행복한 성인,즐겁고 행복하면 어려움도 이겨내기 때문,직원들에게 험담하지 않는 의사,엄마가 간호사여서 의사선생님에게 힘들어하기 때문,잘하는 야구선수,내가 가장 좋아하는 일이기 때문,상,희망하는 직업을 구체적으로 서술하고 있으나 그 이유가 자신의 흥미와 관련되어 있다.
남,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",부모님에 의견을 따른다,,,,,,중,부모님과 의견 차이를 좁히기 위해 노력하기보다 부모님의 의견을 따르는 모습을 보인다.
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교에 다니면 학원이 많으니까 싫다,,,,,,하,"상급 학교 진학과 관련하여 부모와 의견이 다를 때, 학생은 자신의 의견을 강조하는 반면, 부모는 입시와 관련되다 보니 중요한 가치로 여겨지는 '공부'와 자신의 의견을 조율하고자 노력함."
여,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,"공부하기, 그림 그리기이다",,,,,,중,특별한 행동 없이 의지만 나타내고 있다. 진로를 준비하기 위한 구체적인 노력이 드러나지 않는다.
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,돈 많이 버는 직업,,,,,,하,부모님의 기대에 대해 부담을 느끼고 있다.
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,공부,,,,,,중,"학생이 진로에 대해 걱정되는 바를 공부와 연결하여 표현하였다.
어떻게 공부할 것인지, 공부를 잘 할 수 있을지 등에 대해 탐색해볼 필요가 있다."
여,자기이해,내가 잘 하는 것은,"체육, 그림, 그리기 춤추기다",,,,,,상,"자신의 소질과 적성을 구체적이고 긍정적으로 지각하고 표현하고 있다.
특히잘하는 것이 무엇인지 질문하여 탐색해보면 좋을듯 하다."
여,자기이해,내가 잘 하는 것은,태권도이다,,,,,,상,"자신의 소질과 적성을 구체적이고 긍정적으로 표현하였으며, 희망하는 진로와도 연관지었음."
여,긍정적자아상,엄마는 나를,사랑스럽게 여긴다,,,,,,상,"어머니의 애정을 인식하고 있으며, 어머니로부터 사랑받고 있다는 느낌을 가지고 있다.
3번과 내용이 일치하는데, 이러한 느낌을 갖게 된 이유에 대해 탐색하며 아이를 보다 잘 이해할 수 있도록 도울 수 있다."
여,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",여러 가지 직업에 대해 알아볼 것이다,,,,,,중,직업정보를 탐색하겠다는 의지를 나타내고 있으나 정보원에 대한 언급이 없다.
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",회의를 해서 의견을 합쳐본다,,,,,,상,"친구들과 의견이 다를 때 합의점을 찾아야 함을 알고 있으며, 자신의 의견과 친구들의 의견을 조율하고자 한다.
회의를 통해 어떻게 문제를 해결하는지 확인해 볼 수 있다."
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,즐거운 일이다,,,,,,상,"또래관계에 대해서 긍정적으로 인식하고 있으며, 친구들과이야기 나누는 것에 대해서도 즐거움을 느끼고 있다."
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",아빠,아빠가 멋있게 보이기 때문,,,,,중,구체적인 인물이 드러나지 않고 반복적으로 아버지의 모습에 대해 이야기하고 있다.
여,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",수학,수학에는 답이 있기 때문,,,,,상,"자신이 좋아하는 과목을 구체적으로 표현하였고, 그 과목을 좋아하는 이유에 대해서 충분히 생각해볼 수 있는 질문을 제시하였다."
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,행복한 일이다,,,,,,상,친구와 이야기 나누는 것을 행복한 일로 느낄 만큼 또래 관계에 대해 긍정적으로 인식하고 있다. 다만 어떤 면에서 행복한지 구체적인 탐색이 필요하다.
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",그 의견을 공감해 준다,,,,,,상,타인과 의견이 다를 때 먼저 타인의 의견을 공감한다. 의견 조율을 위한 대화를 시작할 수 있는 역량을 갖추고 있다고 판단된다.
남,긍정적자아상,아빠는 나를,사랑해 주신다,,,,,,상,부모님의 사랑을 구체적으로 인식하고 있다. 긍정적 자아상을 가지고 있다. 
남,자기이해,내가 가장 소중하게 여기는 것은,가족이다,,,,,,상,가장 소중한 존재로 가족을 언급하고 있어 사회적 관계를 중요한 가치로 인식하는 것으로 여겨진다.
남,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,미래를 위해서이다,,,,,,중,직업이 미래를 위해서 필요하다고 생각하고 있으나 구체적으로 직업이 필요한 이유에 대해서 알고 있는지 드러나지 않는다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,"공부, 노력, 실천",,,,,,중,진로를 달성하기 위한 노력이 다소 막연하다.
남,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",부모님께 내 의견은 어떠냐고 물어볼 것,,,,,,중,진로 선택 과정에서 부모님과 의견이 다를 때 자신의 의견에 대한 부모님의 평가를 크게 고려하고 있다.
남,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",우주를 관측하는 사람이 되고 싶다,우주는 넓고 신기하기 때문,역사 선생님이 되고 싶다,역사는 아주 중요한 것이기 때문,축구선수,나는 축구를 정말 좋아하기 때문,상,되고 싶은 직업을 자신의 흥미와 진로 가치에 의거하여 구체적으로 언급하고 있다.
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,공부를 더 열심히 할 것이다,,,,,,상,중학교 진학을 자신의 성장과 발전을 위한 기회로 여기며 포부를 밝히고 있다.
남,긍정적자아상,나는 ___________________________(한) 사람이다.,활발,,,,,,상,자신에 대해서 긍정적으로 인식하고 표현하고 있다.
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구의 의견을 따라준다,,,,,,중,"또래와 갈등이 생겼을 때, 자신의 의견을 주장하기 보다 친구의 의견을 따르는 모습을 보인다. 추후 의사소통을 통해 자신의 의견에 따라 해결할 수 있는지 확인이 필요하다."
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,변호사,,,,,,상,부모님의 기대가 무엇인지 그 내용을 구체적으로 이해하고 있다.
여,자기이해,내가 잘 하는 것은,읽고 쓰는 것이다,,,,,,중,자신의 소질과 적성을 구체적이고 긍정적으로 표현하고 있다. 글을 읽고 쓰는 것을 잘 하는 것으로 응답하고 있어 오랜 기간 독서와 글쓰기를 위해 훈련해 왔음을 알 수 있다. 좀 더 구체적으로 어떤 글을 읽고 잘 쓰는지 인식할 수 있다면 자신의 진로 특성을 보다 구체적으로 인식할 수 있으리라 기대된다.
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,즐거움이다,,,,,,상,학교에서 친구들과 이야기를 나누는 것이 즐겁다는 긍정적인 표현을 사용하여 친구관계의 즐거움을 나타냈지만 어떤 면에서 즐거움을 느끼는지에 대한 탐색이 추가적으로 필요하다.
여,자기이해,내가 좋아하거나 즐거워하는 활동은,밖에서 뛰어노는 것이다,,,,,,상,좋아하는 활동을 단순히 놀이명이 아닌 놀이 활동의 속성을 표현하고 있다. 어떤 일에 대한 자신의 선호패턴을 이해함으로 자신의 진로특성을 보다 구체적으로 이해하고 있다고 판단된다.
남,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",힘들다,,,,,,하,계획을 세우는 것이 힘든 이유에 대한 탐색이 필요하다.
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구 의견에 맞춰준다,,,,,,중,"친구들과 의견이 다른 상황에서 친구를 우선적으로 생각하며 행동하는 모습을 보인다.
다만 친구에게 맞춰주는 의견 수용이 적절한지 탐색이 필요하다."
남,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,지식을 알기 위해서다,,,,,,상,자신이 공부를 하는 이유에 대해서 구체적으로 알고 있다.
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교에 입학할 것이다,,,,,,중,진학 계획에 대해 인식하고 있다. 다만 현재 중학교 과정이 얼마나 되어 있는지 점검할 필요가 있다.
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",친구,웃겨주기 때문에,,,,,중,자신이 추구하는 사람의 특성을 친구라는 구체적인 인물로 설명하고 있으나 이유가 다소 추상적이다.
남,긍정적자아상,나의 장점은,있다,,,,,,하,자신의 장점에 대해서 이야기하지 않고 단점에 대해서 이야기하였음. 있다라는 의미가 어떤 의미인지 확인이 필요함.
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,나의 진로에 대해 더 생각 해 볼 것이다,,,,,,중,*진학을 선택하지 않고 자신의 진로에 대해 더 깊이 생각해보는 것으로 결정함.
여,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",인터넷을 찾아본다,,,,,,상,흥미가 있는 직업에 대한 정보를 인터넷에서 탐색할 수 있다.
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",선생님,착하시고 언제나 현명하시기 때문,,,,,중,교사와 관련한 역할모델을 언급하고 있으나 구체적으로 드러나지 않는다.
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,나중에 내가 어떤 목표를 가지고 노력할지,,,,,,상,자신의 미래에 대해 긍정적 기대를 가지고 있다.
남,대인관계 및 의사소통 역량,나에게 친구란,소중하다,,,,,,상,또래에 대한 중요성을 인식하고 있으며 긍정적으로 인식하고 있다.
남,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",설득한다,,,,,,상,부모님과 의견 차이가 있을 때 자신의 의견을 주장하여 부모님을 설득하려고 하는 모습을 보입니다.
남,긍정적자아상,엄마는 나를,좋아하신다,,,,,,상,"어머니와 애착을 맺고 있으며 학생이 어머니를 좋아하는 것처럼 어머니도 학생을 좋아하도록 스스로를 관리할 수 있다.
긍정적 자아상을 형성하는데 영향을 줄 것으로 보인다."
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,나의 미래의 직업,,,,,,하,"미래의 직업에 대한 기대를 갖고 있으나, 이를 표현하지 못하고 있다. 자신의 진로목표를 아직 설정하지 못했기 때문인 것으로 파악된다."
여,대인관계 및 의사소통 역량,나에게 친구란,소중한 존재이다,,,,,,상,"또래관계의 필요성 및 중요성을 인식하고 있으며, 긍정적인 또래 관계를 형성하고 있다."
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",귀찮다,,,,,,하,"자신이 할 일을 구체적으로 계획하는 것이 귀찮은 지, 일을 하는 것 자체에 대한 귀찮음을 인지하고 있음. 일을 하는 것에 대한 심리적인 어려움이 있는지 확인해볼 필요가 있음."
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,나의 직업,,,,,,하,기대되는 것을 표현했지만 자신의 꿈에 대해서 아직 정하지 못한 것으로 보인다.
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",부모님에게 물어본다,,,,,,중,"직업 정보 탐색을 위한 노력이 부모에게 물어 보는 것에 국한되어 있다.
다른 정보원을 활용할 수 있는지 점검할 필요가 있다."
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,내 꿈을 이루어 나가기 때문이다,,,,,,상,"직업의 필요성을 자신이 원하는 삶과 꿈을 이루기 위한 수단으로 인식하고 있다.
내 꿈이 무엇인지 구체적으로 탐색할 필요가 있다."
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,선생님,,,,,,상,"부모님의 기대를 이해하고 구체적으로 서술하였다.
이를 통해 미래 사회에 필요한 직업군에 대해서도 예측해볼 수 있다."
남,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",왜 그런지 까닭을 말하기 때문,,,,,,상,진로결정의 주체를 자기 자신으로 인식하고 결정 과정을 구체적으로 표현하였다. 부모님과의 갈등 상황을 탐색하여 왜 그렇게 생각하는지 구체적인 이유를 탐색해 볼 필요가 있다.
남,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,더 나아지려고,,,,,,중,"공부하는 이유를 구체적으로 표현하고 있으나, 진로와 연관하여 표현하지는 못하였다. 더 나아지려는 이유에 대해서 추가 탐색이 필요하다."
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,장래희망,,,,,,중,"자신의 진로 장벽 요인을 인식하고 있으나, 구체적인 해결 방안이나 행동 계획을 세우지 못한 것으로 보인다."
여,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",화가 난다,,,,,,하,부모님과의 갈등 상황에서 화가 나는 감정을 드러내고 있다.
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,즐거움이다,,,,,,상,"친구들과의 대화를 긍정적으로 인식하고 있다.지먼트래그와 마찬가지로 친구들과의 대화에서 즐거움을 느낀다고 표현하고 있다.
구체적으로 어떤 대화를 하며 어떤 점이 즐거운지 탐색해보면 좋을 듯 하다."
여,긍정적자아상,아빠는 나를,예뻐하시고 사랑하며 좋은 것만 몽땅 주신다,,,,,,상,아빠에게서 충분한 사랑을 경험하고 있고 긍정적인 관계를 맺고 있다. 아버지와도 안정적인 애착을 경험하고 있다. 
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,솔직함,,,,,,중,"미래에 대해 언급하고 있으나, 학생이 인식하는 진로장벽이나 현재 경험하고 있는 구체적인 걱정거리는 드러나지 않는다."
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,웹툰작가,,,,,,상,부모님의 기대에 대해 인식하고 있으며 부모님의 기대에 부흥하고자 하는 모습이 드러난다. 
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",경찰,내 꿈이 경찰이기 때문,,,,,상,추구하는 삶의 모습을 직업으로만 서술하였다. 학생의 희망 진로는 경찰로 파악되며 그 이유 역시 자신의 꿈과 관련하여 이해하고 있다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,유튜브를 보는 것,,,,,,중,현재 자신의 진로목표 달성을 위한 노력이 다소 단순하고 막연한 것으로 보인다.
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,"학교생활, 가족들과의 시간, 친구와 노는 것",,,,,,중,"자신의 진로와 관련하여 기대되는 것들을 언급하고 있으나, 구체적이지 않다."
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구가 원하는걸 해보고 재미없으면 내 의견을 한다,,,,,,상,만약 친구의 주장을 행하고 나서 후회하는 마음이 들거나 불편감이 느껴지면 친구와 대화를 통해 서로 의견을 조율할 수 있을 것으로 보인다.
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교를 간다,,,,,,중,상급학교 진학에 대한 기대가 나타나지만 구체적인 진학계획을 확인하기 어렵다.
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,직업과 관련있는 대학교를 가서 꿈을 이룰 수 있는 것,,,,,,상,자신의 미래와 관련하여 세부적인 관심을 가지고 있으며 구체적인 계획을 세우고 있습니다.
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,다른 사람들에게 희망과 행복을 안겨주는 직업이다,,,,,,상,"직업에 대한 보편적인 생각에서 벗어나, 자신만의 직업의식을 형성하고 있다."
남,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",과학,실험도 하고 외우는 것도 없으니까,,,,,상,좋아하는 과목과 이유를 구체적으로 표현하고 있다. 외우는 것이 없어서 좋다는 점에서 암기가 필요한 과목은 어떻게 수행하고 있는지도 살펴보면 좋겠다. 
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,공부,,,,,,중,공부를 걱정거리로 인식하는 것으로 보아 학업에 대한 심리적 부담감을 가지고 있을 가능성 있다. 
남,긍정적자아상,나는 ___________________________(한) 사람이다.,평범한 다짐한,,,,,,중,자신의 특성에 대해 중립적으로 표현하고 있다. 긍정적인 지각이 드러나지 않는다. 
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,참 재밌는 일이다,,,,,,상,"긍정적인 또래 관계를 형성하고 있으며, 친구들과 이야기 나누는 것을 즐기는 것으로 보임.
다만 어떤 면에서 재미가 있는지, 그리고 친구들과 이야기를 나눌 때 무슨 이야기를 나누는지 등 구체적인 질문이 필요함."
남,대인관계 및 의사소통 역량,나에게 친구란,정말 세상에 없으면 안되는 소중한 사람이다,,,,,,상,또래관계의 중요성을 인식하고 있다.
남,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,내가 이런 사람임을 밝히기 위해이다,,,,,,상,"직업의 생계유지의 역할을 중요하게 보고 있으며, 자신의 존재를 밝히기 위한 목적을 중요하게 인식하고 있다."
남,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,"경찰, 소방, 화가이다",,,,,,중,"자신의 생각을 직업과 연결 지어 표현하였으나, 구체적인 직업명을 언급하지 않았다."
여,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",창체,여러 가지 과목이 합쳐진 것 같아서,,,,,중,"좋아하는 과목을 명확하게 인식하고 있으나 이유가 구체적이지 않다. 
여러 과목이 합쳐진 것 같은 느낌을 받는 이유에 대해 탐색할 필요가 있다."
여,긍정적자아상,나의 장점은,친화력이 좋은 것,,,,,,상,자신의 장점에 대해서 잘 알고 있고 구체적으로 표현하고 있다. 
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,"의사, 변호사",,,,,,상,부모님의 기대를 인식하고 구체적으로 서술하고 있다. 부모님의 기대와 자신의 희망 진로가 상이하므로 이에 대해 어떻게 반응하거나 받아들이고 있는지 살펴볼 필요가 있다. 
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,공부가 더 어려워진다,,,,,,하,진학에 대하여 부정적으로 지각하고 있다. 공부가 더 어려워진다고 응답하고 있으므로 학업에 대한 부담이나 걱정이 있지 않은지 탐색이 필요하다. 
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,자취,,,,,,중,자신이 바라는 소망을 이루었을 때의 모습이 구체적으로 나타나지 않고 있어 이에 대한 추가적 탐색이 필요하다.
여,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",부모님의 의견을 거의 따른다,,,,,,하,부모님과의 관계에서 자신의 의견을 주장할 힘이 없고 부모님의 의견을 거의 따른다고 답하였다. 연매관계에서 부모님의 영향을 많이 받는 것으로 보인다.
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,자신이 좋아하는 일을 맘껏 할 수 있기 때문이다,,,,,,상,적성이나 흥미 등 내적 직업가치에 초점을 두고 있다.
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",나중에 철저하게 할 수 있도록 도와준다,,,,,,중,계획을 세우는 것은 좋은 것이나 지금 당장 할 수 있는 것을 해야 한다.
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,나중에 어른이 되면 여러모로 지식이 쓸모 있기 때문이다,,,,,,중,진로와 공부를 하는 이유를 연결 짓고 있으나 구체적으로 표현하지 못하고 있다. 15번과 연관지어서 자신에게 중요한 이유에 대해서 더 탐색해 볼 필요가 있다.
여,자기이해,내가 좋아하거나 즐거워하는 활동은,"요리하기, 게임하기, 그림 그리기이다",,,,,,상,자신이 좋아하는 활동에 대해 구체적으로 알고 있습니다. 자신의 진로 목표인 요리사와 그림 그리는 활동이 관련이 있는 점이 흥미롭습니다.
여,자기이해,내가 가장 소중하게 여기는 것은,나다,,,,,,중,자신이 가장 소중하게 여기는 것을 구체적으로 표현하지는 않고 자신이라고 표현했다. 왜 자신이 가장 소중한지에 대한 추가 탐색이 필요하다.
여,대인관계 및 의사소통 역량,나에게 친구란,재미를 주는 존재이다,,,,,,중,"친구의 중요성을 인식하고 있고, 긍정적인 대인관계를 형성하고 있다."
